(9-13-16) Twitter Data:,,,,,,,,(9-20-16) Twitter Data:,,,,,,,,,,,,,,,,
line,actor,body,favoritesCount,neutral,polar,pos,neg,line,actor,body,favoritesCount,neutral,polar,pos,neg,,,,,(9-16-15),neutral,polar,pos,neg
228,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,228,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
229,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,229,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
230,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,230,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
231,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.4,0.6,231,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.3,0.7,,,,,,,,,
232,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.4,0.6,232,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.3,0.7,,,,,,,,,
233,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.4,0.6,233,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.3,0.7,,,,,,,,,
234,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.4,0.6,234,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.3,0.7,,,,,,,,,
235,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.4,0.6,235,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.3,0.7,,,,,,,,,
236,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.4,0.6,236,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.3,0.7,,,,,,,,,
237,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.4,0.6,237,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
238,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.4,0.6,238,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.3,0.7,,,,,,,,,
239,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.4,0.6,239,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.3,0.7,,,,,,,,,
240,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.4,0.6,240,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.3,0.7,,,,,,,,,
241,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.4,0.6,241,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.3,0.7,,,,,,,,,
242,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.4,0.6,242,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
243,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.4,0.6,243,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.3,0.7,,,,,,,,,
244,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.4,0.6,244,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.3,0.7,,,,,,,,,
245,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.4,0.6,245,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.3,0.7,,,,,,,,,
246,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.4,0.6,246,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.3,0.7,,,,,,,,,
247,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.4,0.6,247,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
248,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.4,0.6,248,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.3,0.7,,,,,,,,,
249,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.4,0.6,249,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.3,0.7,,,,,,,,,
250,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.4,0.6,250,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.3,0.7,,,,,,,,,
251,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.4,0.6,251,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.3,0.7,,,,,,,,,
252,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.4,0.6,252,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
253,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.4,0.6,253,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.3,0.7,,,,,,,,,
254,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.4,0.6,254,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
255,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.4,0.6,255,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.3,0.7,,,,,,,,,
256,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.4,0.6,256,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
257,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.4,0.6,257,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.3,0.7,,,,,,,,,
258,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.4,0.6,258,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
259,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.4,0.6,259,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.3,0.7,,,,,,,,,
260,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,260,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
261,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.4,0.6,261,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
262,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.4,0.6,262,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
263,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.4,0.6,263,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.3,0.7,,,,,,,,,
264,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.4,0.6,264,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.3,0.7,,,,,,,,,
265,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.4,0.6,265,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.3,0.7,,,,,,,,,
266,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.4,0.6,266,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.3,0.7,,,,,,,,,
267,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.4,0.6,267,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.3,0.7,,,,,,,,,
268,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.4,0.6,268,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: bank of #finland governor erkki l...,0,0.7,0.3,0.3,0.7,,,,,,,,,
269,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.4,0.6,269,"{'objecttype': 'person', 'id': 'id:twitter.com...",someone needs to tell that 'refugee' that it's...,0,0.7,0.3,0.3,0.7,,,,,,,,,
270,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.4,0.6,270,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eminahrw: crucial for #macedonia to invest...,0,0.7,0.3,0.3,0.7,,,,,,,,,
271,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.4,0.6,271,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee resettlement watch roundup up for the ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
272,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.4,0.6,272,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dvatw: even before the ""syrian refugee"" ts...",0,0.7,0.3,0.3,0.7,,,,,,,,,
273,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.4,0.6,273,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @mjc1883: @paulnuttallukip @charlesholly9 b...,0,0.7,0.3,0.3,0.7,,,,,,,,,
274,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.4,0.6,274,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dandystopsoil: thank you so much for all y...,0,0.7,0.3,0.3,0.7,,,,,,,,,
275,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.4,0.6,275,"{'objecttype': 'person', 'id': 'id:twitter.com...","this picture, the empty child's life preserver...",0,0.7,0.3,0.3,0.7,,,,,,,,,
276,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.4,0.6,276,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @dewiarmand: this aildiladha, carefugees is...",0,0.7,0.3,0.3,0.7,,,,,,,,,
277,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.4,0.6,277,"{'objecttype': 'person', 'id': 'id:twitter.com...",the european refugee crisis and syria explaine...,0,0.7,0.3,0.3,0.7,,,,,,,,,
278,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.4,0.6,278,"{'objecttype': 'person', 'id': 'id:twitter.com...",the truth about the migrant crisis \n\nhttps:/...,0,0.7,0.3,0.3,0.7,,,,,,,,,
279,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,279,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
280,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.4,0.6,280,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @jeremycorbyn: today jon snow, channel 4 ne...",0,0.7,0.3,0.3,0.7,,,,,,,,,
281,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.4,0.6,281,"{'objecttype': 'person', 'id': 'id:twitter.com...","no, these are belated responses against muslim...",0,0.7,0.3,0.3,0.7,,,,,,,,,
282,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.4,0.6,282,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @soccerst_: the refugee who was kicked by a...,0,0.7,0.3,0.3,0.7,,,,,,,,,
283,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.4,0.6,283,"{'objecttype': 'person', 'id': 'id:twitter.com...",to understand the demands of the 'refugee welc...,0,0.7,0.3,0.3,0.7,,,,,,,,,
284,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.4,0.6,284,"{'objecttype': 'person', 'id': 'id:twitter.com...",refugee crisis to test eu itself at summit of ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
285,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.4,0.6,285,"{'objecttype': 'person', 'id': 'id:twitter.com...",#news #stocks rpt--u.n. refugee hunger-relief …,0,0.7,0.3,0.3,0.7,,,,,,,,,
286,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.4,0.6,286,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ylenews: finland changes entry policy for ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
287,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.4,0.6,287,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @iom_news: new life for syrian #migrant tri...,0,0.7,0.3,0.3,0.7,,,,,,,,,
288,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.4,0.6,288,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @wfp: “i know the world has forgotten us, w...",0,0.7,0.3,0.3,0.7,,,,,,,,,
289,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.4,0.6,289,"{'objecttype': 'person', 'id': 'id:twitter.com...",#technews apple opens up itunes donations to h...,0,0.7,0.3,0.3,0.7,,,,,,,,,
290,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.4,0.6,290,"{'objecttype': 'person', 'id': 'id:twitter.com...",syrian refugees await asylum at makeshift camp...,0,0.7,0.3,0.3,0.7,,,,,,,,,
291,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.4,0.6,291,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ambmellbin: congrats to aqeela asifi! #nan...,0,0.7,0.3,0.3,0.7,,,,,,,,,
292,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.4,0.6,292,"{'objecttype': 'person', 'id': 'id:twitter.com...",#refugeecrisis: it will be a matter of time be...,0,0.7,0.3,0.3,0.7,,,,,,,,,
293,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.4,0.6,293,"{'objecttype': 'person', 'id': 'id:twitter.com...",lunatic asylum: the place where optimism most ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
294,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.4,0.6,294,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @20committee: croatia's smug period of refu...,0,0.7,0.3,0.3,0.7,,,,,,,,,
295,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.4,0.6,295,"{'objecttype': 'person', 'id': 'id:twitter.com...",and this is just the beginning as war drags on…,0,0.7,0.3,0.3,0.7,,,,,,,,,
296,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.4,0.6,296,"{'objecttype': 'person', 'id': 'id:twitter.com...",yahoo news : switzerland offers europe lessons...,0,0.7,0.3,0.3,0.7,,,,,,,,,
297,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.4,0.6,297,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @huffingtonpost: greek family on vacation s...,0,0.7,0.3,0.3,0.7,,,,,,,,,
298,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.4,0.6,298,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rickgladstone: dismayed at intl response t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
299,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.4,0.6,299,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rtenews: pope francis puts up syrian refug...,0,0.7,0.3,0.3,0.7,,,,,,,,,
300,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.4,0.6,300,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @rediceradio: destruction of europe: migran...,0,0.7,0.3,0.3,0.7,,,,,,,,,
301,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.4,0.6,301,"{'objecttype': 'person', 'id': 'id:twitter.com...","leg done today , quality kit helping us get so...",0,0.7,0.3,0.3,0.7,,,,,,,,,
302,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.4,0.6,302,"{'objecttype': 'person', 'id': 'id:twitter.com...",going to piss you off... us government to offe...,0,0.7,0.3,0.3,0.7,,,,,,,,,
303,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.4,0.6,303,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @elyseecom: le mieux et le plus rapide est ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
304,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.4,0.6,304,"{'objecttype': 'person', 'id': 'id:twitter.com...",what central europeans want to know on the #re...,0,0.7,0.3,0.3,0.7,,,,,,,,,
305,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.4,0.6,305,"{'objecttype': 'person', 'id': 'id:twitter.com...",tight-knit no more? refugee crisis threatens e...,0,0.7,0.3,0.3,0.7,,,,,,,,,
306,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.4,0.6,306,"{'objecttype': 'person', 'id': 'id:twitter.com...",emotional syrian refugee blasts fraud migrants...,0,0.7,0.3,0.3,0.7,,,,,,,,,
307,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.4,0.6,307,"{'objecttype': 'person', 'id': 'id:twitter.com...",german minister: 'we can't take every refugee'...,0,0.7,0.3,0.3,0.7,,,,,,,,,
308,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.4,0.6,308,"{'objecttype': 'person', 'id': 'id:twitter.com...","rt @xsmed_: no matter what anyone says.,americ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
309,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.4,0.6,309,"{'objecttype': 'person', 'id': 'id:twitter.com...",europe’s refugee crisis and the biology of hum...,0,0.7,0.3,0.3,0.7,,,,,,,,,
310,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.4,0.6,310,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @channel4news: 'individual measures by indi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
311,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.4,0.6,311,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @eucopresident: i convene an extra #euco on...,0,0.7,0.3,0.3,0.7,,,,,,,,,
312,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.4,0.6,312,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @chelseafc: £1 from every ticket sold for t...,0,0.7,0.3,0.3,0.7,,,,,,,,,
313,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.4,0.6,313,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @democracynow: watch: socialist @jeremycorb...,0,0.7,0.3,0.3,0.7,,,,,,,,,
314,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.4,0.6,314,"{'objecttype': 'person', 'id': 'id:twitter.com...","and the sign said, anybody caught trespassin' ...",0,0.7,0.3,0.3,0.7,,,,,,,,,
315,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.4,0.6,315,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @juergen_p: razor wire is for criminals: #g...,0,0.7,0.3,0.3,0.7,,,,,,,,,
316,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.4,0.6,316,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @redcrescenttr: the life of a #migrant is n...,0,0.7,0.3,0.3,0.7,,,,,,,,,
317,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.4,0.6,317,"{'objecttype': 'person', 'id': 'id:twitter.com...",stand tall against hungary’s harsh new anti-mi...,0,0.7,0.3,0.3,0.7,,,,,,,,,
318,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.4,0.6,318,"{'objecttype': 'person', 'id': 'id:twitter.com...",#soldiers open fire on homes in ‘aida refugee ...,0,0.7,0.3,0.3,0.7,,,,,,,,,
319,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.4,0.6,319,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @refugeeaid_serb: artwork by #refugee child...,0,0.7,0.3,0.3,0.7,,,,,,,,,
320,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.4,0.6,320,"{'objecttype': 'person', 'id': 'id:twitter.com...",kidnapped and sold: libya's migrant trade (par...,0,0.7,0.3,0.3,0.7,,,,,,,,,
321,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.4,0.6,321,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @ajenglish: five syrian families granted as...,0,0.7,0.3,0.3,0.7,,,,,,,,,
322,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.4,0.6,322,"{'objecttype': 'person', 'id': 'id:twitter.com...",rt @dappyboy0489: cristiano ronaldo's mascot w...,0,0.7,0.3,0.3,0.7,,,,,,,,,
323,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.4,0.6,323,"{'objecttype': 'person', 'id': 'id:twitter.com...",things are really vibrating as they look to li...,0,0.7,0.3,0.3,0.7,,,,,,,,,
